,tweet_id,timestamp,rating_numerator,rating_denominator,name,date,time,stage,retweet_count,favorite_count,prediction_1,prediction_1_confidence,prediction_1_result
49,881536004380872706,2017-07-02 15:32:16,14,10,a,07-02-2017,15:32,pupper,16406,50024,Samoyed,0.281463,True
50,881268444196462592,2017-07-01 21:49:04,12,10,Elliot,07-01-2017,21:49,N/A,5291,23330,Tusker,0.473303,False
51,880935762899988482,2017-06-30 23:47:07,13,10,Louis,06-30-2017,23:47,N/A,2848,17196,Street_Sign,0.251801,False
52,880872448815771648,2017-06-30 19:35:32,12,10,None,06-30-2017,19:35,N/A,3922,21557,Pembroke,0.791416,True
53,880465832366813184,2017-06-29 16:39:47,12,10,Bella,06-29-2017,16:39,N/A,6438,28836,Golden_Retriever,0.913255,True
54,880221127280381952,2017-06-29 00:27:25,12,10,Jesse,06-29-2017,00:27,N/A,4363,27400,Chihuahua,0.238525,True
55,880095782870896641,2017-06-28 16:09:20,11,10,None,06-28-2017,16:09,N/A,4462,27937,Miniature_Pinscher,0.120298,True
56,879862464715927552,2017-06-28 00:42:13,13,10,Romeo,06-28-2017,00:42,N/A,3593,22523,Basset,0.813507,True
57,879492040517615616,2017-06-27 00:10:17,12,10,Bailey,06-27-2017,00:10,N/A,3270,23654,German_Short-Haired_Pointer,0.479896,True
58,879415818425184262,2017-06-26 19:07:24,13,10,Duddles,06-26-2017,19:07,N/A,45350,107180,English_Springer,0.383404,True
59,879376492567855104,2017-06-26 16:31:08,12,10,Jack,06-26-2017,16:31,N/A,3202,16956,Tricycle,0.663601,False
60,879050749262655488,2017-06-25 18:56:45,11,10,Steven,06-25-2017,18:56,N/A,4852,22855,Tabby,0.311861,False
61,879008229531029506,2017-06-25 16:07:47,13,10,Beau,06-25-2017,16:07,N/A,2771,19169,Vizsla,0.960513,True
62,878776093423087618,2017-06-25 00:45:22,13,10,Snoopy,06-25-2017,00:45,puppo,4243,19594,Italian_Greyhound,0.734684,True
63,878281511006478336,2017-06-23 16:00:04,13,10,Shadow,06-23-2017,16:00,N/A,1331,7850,Basset,0.32042,True
64,878057613040115712,2017-06-23 01:10:23,14,10,Emmy,06-23-2017,01:10,N/A,7067,42534,French_Bulldog,0.839097,True
65,877736472329191424,2017-06-22 03:54:17,13,10,Aja,06-22-2017,03:54,N/A,19741,81007,Chesapeake_Bay_Retriever,0.8379559999999999,True
66,877556246731214848,2017-06-21 15:58:08,12,10,Penny,06-21-2017,15:58,N/A,3938,23057,Basset,0.995368,True
67,877316821321428993,2017-06-21 00:06:44,13,10,Dante,06-21-2017,00:06,N/A,5336,27682,Saluki,0.5099670000000001,True
68,877201837425926144,2017-06-20 16:29:50,12,10,Nelly,06-20-2017,16:29,N/A,5773,27492,Pembroke,0.93112,True
69,876838120628539392,2017-06-19 16:24:33,12,10,Ginger,06-19-2017,16:24,pupper,3468,20940,Bloodhound,0.575751,True
70,876484053909872640,2017-06-18 16:57:37,13,10,Benedict,06-18-2017,16:57,N/A,2478,18991,Golden_Retriever,0.874566,True
71,876120275196170240,2017-06-17 16:52:05,13,10,Venti,06-17-2017,16:52,N/A,4829,28235,Bernese_Mountain_Dog,0.534327,True
72,875747767867523072,2017-06-16 16:11:53,13,10,Goose,06-16-2017,16:11,N/A,4434,25538,Labrador_Retriever,0.799551,True
73,875144289856114688,2017-06-15 00:13:52,13,10,Nugget,06-15-2017,00:13,N/A,5069,22214,Siberian_Husky,0.245048,True
74,875021211251597312,2017-06-14 16:04:48,12,10,None,06-14-2017,16:04,N/A,4844,25808,West_Highland_White_Terrier,0.7143189999999999,True
75,874680097055178752,2017-06-13 17:29:20,12,10,Cash,06-13-2017,17:29,N/A,4784,28229,Labrador_Retriever,0.836052,True
76,874296783580663808,2017-06-12 16:06:11,13,10,Jed,06-12-2017,16:06,pupper,4246,26409,Cocker_Spaniel,0.437216,True
77,874057562936811520,2017-06-12 00:15:36,12,10,None,06-12-2017,00:15,N/A,4082,22941,Flat-Coated_Retriever,0.8321770000000001,True
78,874012996292530176,2017-06-11 21:18:31,13,10,Sebastian,06-11-2017,21:18,puppo,10809,35190,Cardigan,0.806674,True
79,873580283840344065,2017-06-10 16:39:04,13,10,None,06-10-2017,16:39,N/A,4070,24602,Newfoundland,0.678537,True
80,873213775632977920,2017-06-09 16:22:42,12,10,Sierra,06-09-2017,16:22,pupper,1637,7385,Vizsla,0.6197819999999999,True
81,872967104147763200,2017-06-09 00:02:31,12,10,None,06-09-2017,00:02,doggo,5594,27777,Labrador_Retriever,0.476913,True
82,872820683541237760,2017-06-08 14:20:41,13,10,None,06-08-2017,14:20,N/A,3825,14925,Pug,0.99912,True
83,872620804844003328,2017-06-08 01:06:27,13,10,Monkey,06-08-2017,01:06,N/A,3844,21114,Cocker_Spaniel,0.513191,True
84,872486979161796608,2017-06-07 16:14:40,12,10,None,06-07-2017,16:14,N/A,9283,41233,Pembroke,0.931861,True
85,872261713294495745,2017-06-07 01:19:32,13,10,Harry,06-07-2017,01:19,N/A,6561,34773,Labrador_Retriever,0.972019,True
86,872122724285648897,2017-06-06 16:07:15,12,10,Kody,06-06-2017,16:07,N/A,8407,35005,Basketball,0.808396,False
87,871879754684805121,2017-06-06 00:01:46,13,10,Lassie,06-06-2017,00:01,N/A,11683,38742,Shetland_Sheepdog,0.969171,True
88,871762521631449091,2017-06-05 16:15:56,12,10,Rover,06-05-2017,16:15,pupper,3612,20598,Labrador_Retriever,0.921393,True
89,871515927908634625,2017-06-04 23:56:03,12,10,Napolean,06-04-2017,23:56,doggo,3580,20561,Komondor,0.974781,True
90,871032628920680449,2017-06-03 15:55:36,13,10,Boomer,06-03-2017,15:55,N/A,3949,23049,Kelpie,0.3980530000000001,True
91,870804317367881728,2017-06-03 00:48:22,11,10,None,06-03-2017,00:48,N/A,6294,33519,Home_Theater,0.16829000000000002,False
92,870656317836468226,2017-06-02 15:00:16,13,10,Cody,06-02-2017,15:00,N/A,2765,12701,Pembroke,0.945495,True
93,870374049280663552,2017-06-01 20:18:38,13,10,Zoey,06-01-2017,20:18,N/A,27293,84281,Golden_Retriever,0.841001,True
94,870308999962521604,2017-06-01 16:00:09,13,10,Rumble,06-01-2017,16:00,N/A,4318,22254,Greater_Swiss_Mountain_Dog,0.6227520000000001,True
95,870063196459192321,2017-05-31 23:43:25,14,10,Clifford,05-31-2017,23:43,N/A,8695,37425,Comic_Book,0.534409,False
96,869772420881756160,2017-05-31 04:27:59,13,10,Dewey,05-31-2017,04:27,N/A,10488,43301,Pembroke,0.980148,True
97,869702957897576449,2017-05-30 23:51:58,13,10,Stanley,05-30-2017,23:51,N/A,6609,28843,Pembroke,0.993449,True
98,869596645499047938,2017-05-30 16:49:31,12,10,Scout,05-30-2017,16:49,doggo,3272,16324,Chihuahua,0.955156,True
99,869227993411051520,2017-05-29 16:24:37,13,10,Gizmo,05-29-2017,16:24,N/A,3964,20923,Pembroke,0.664181,True
100,868880397819494401,2017-05-28 17:23:24,14,10,Walter,05-28-2017,17:23,N/A,15134,66938,Laptop,0.153718,False
101,868622495443632128,2017-05-28 00:18:35,13,10,None,05-28-2017,00:18,N/A,6192,28028,Labrador_Retriever,0.868107,True
102,868552278524837888,2017-05-27 19:39:34,12,10,Cooper,05-27-2017,19:39,N/A,2197,10434,Whippet,0.378151,True
103,867900495410671616,2017-05-26 00:29:37,12,10,None,05-26-2017,00:29,N/A,4377,24769,Labrador_Retriever,0.522644,True
104,867774946302451713,2017-05-25 16:10:44,13,10,Harold,05-25-2017,16:10,N/A,7680,34857,Border_Collie,0.661953,True
105,867421006826221569,2017-05-24 16:44:18,12,10,Shikha,05-24-2017,16:44,puppo,2648,16581,Eskimo_Dog,0.6164569999999999,True
106,867051520902168576,2017-05-23 16:16:06,13,10,None,05-23-2017,16:16,N/A,8304,33100,Samoyed,0.471403,True
107,866686824827068416,2017-05-22 16:06:55,12,10,Lili,05-22-2017,16:06,N/A,3673,19886,Flat-Coated_Retriever,0.51473,True
108,866450705531457537,2017-05-22 00:28:40,13,10,Jamesy,05-22-2017,00:28,pupper,32459,105909,French_Bulldog,0.905334,True
109,866334964761202691,2017-05-21 16:48:45,12,10,Coco,05-21-2017,16:48,N/A,15293,54154,Samoyed,0.984086,True
110,865718153858494464,2017-05-19 23:57:46,13,10,Boomer,05-19-2017,23:57,N/A,5912,26371,Golden_Retriever,0.673664,True
111,865359393868664832,2017-05-19 00:12:11,13,10,Sammy,05-19-2017,00:12,N/A,5278,27263,Chesapeake_Bay_Retriever,0.832435,True
112,865006731092295680,2017-05-18 00:50:50,13,10,Nelly,05-18-2017,00:50,N/A,8092,28808,Pembroke,0.989882,True
113,864873206498414592,2017-05-17 16:00:15,14,10,None,05-17-2017,16:00,N/A,9237,33327,Pole,0.478616,False
114,864279568663928832,2017-05-16 00:41:21,12,10,Meatball,05-16-2017,00:41,N/A,3227,15054,Bull_Mastiff,0.668613,True
115,864197398364647424,2017-05-15 19:14:50,13,10,Paisley,05-15-2017,19:14,N/A,9462,31149,Golden_Retriever,0.945905,True
116,863907417377173506,2017-05-15 00:02:33,13,10,Albus,05-15-2017,00:02,N/A,4379,21267,Marmot,0.35882800000000004,False
117,863553081350529029,2017-05-14 00:34:33,13,10,Neptune,05-14-2017,00:34,N/A,4423,15784,Eskimo_Dog,0.41333,True
118,863432100342583297,2017-05-13 16:33:49,12,10,Belle,05-13-2017,16:33,N/A,5584,24591,Staffordshire_Bullterrier,0.690517,True
119,863079547188785154,2017-05-12 17:12:53,14,10,None,05-12-2017,17:12,N/A,1180,9036,Lakeland_Terrier,0.275242,True
120,863062471531167744,2017-05-12 16:05:02,13,10,Quinn,05-12-2017,16:05,N/A,2630,8852,French_Bulldog,0.935804,True
121,862831371563274240,2017-05-12 00:46:44,13,10,Zooey,05-12-2017,00:46,N/A,5379,19840,Australian_Terrier,0.207281,True
122,862722525377298433,2017-05-11 17:34:13,11,10,Dave,05-11-2017,17:34,N/A,3748,17631,Basset,0.39333,True
123,862457590147678208,2017-05-11 00:01:27,13,10,Jersey,05-11-2017,00:01,N/A,5288,21269,Home_Theater,0.496348,False
124,862096992088072192,2017-05-10 00:08:34,13,10,None,05-10-2017,00:08,N/A,24774,77326,Chow,0.677589,True
125,861383897657036800,2017-05-08 00:54:59,13,10,Hobbes,05-08-2017,00:54,N/A,11367,37387,Cardigan,0.771008,True
126,861288531465048066,2017-05-07 18:36:02,13,10,None,05-07-2017,18:36,N/A,4430,17816,Syringe,0.14471199999999998,False
127,861005113778896900,2017-05-06 23:49:50,12,10,Burt,05-06-2017,23:49,N/A,4054,17338,German_Shepherd,0.507951,True
128,860563773140209665,2017-05-05 18:36:06,13,10,Lorenzo,05-05-2017,18:36,N/A,2295,7791,Cardigan,0.583936,True
129,860524505164394496,2017-05-05 16:00:04,13,10,Carl,05-05-2017,16:00,N/A,5609,24457,Bedlington_Terrier,0.286558,True
130,860276583193509888,2017-05-04 23:34:55,12,10,Jordy,05-04-2017,23:34,N/A,3695,18979,Lakeside,0.312299,False
131,860184849394610176,2017-05-04 17:30:24,14,10,None,05-04-2017,17:30,N/A,6228,17320,Chimpanzee,0.267612,False
132,859924526012018688,2017-05-04 00:15:58,12,10,Milky,05-04-2017,00:15,N/A,4291,19837,French_Bulldog,0.254587,True
133,859851578198683649,2017-05-03 19:26:06,13,10,Trooper,05-03-2017,19:26,N/A,3732,15963,Labrador_Retriever,0.899086,True
134,859607811541651456,2017-05-03 03:17:27,13,10,None,05-03-2017,03:17,puppo,1682,19303,Golden_Retriever,0.8955290000000001,True
135,859196978902773760,2017-05-02 00:04:57,12,10,quite,05-02-2017,00:04,N/A,32312,93689,Angora,0.224218,False
136,859074603037188101,2017-05-01 15:58:40,13,10,None,05-01-2017,15:58,N/A,14544,35236,Revolver,0.190292,False
137,858843525470990336,2017-05-01 00:40:27,13,10,None,05-01-2017,00:40,doggo,3712,16150,Golden_Retriever,0.57812,True
138,858471635011153920,2017-04-30 00:02:42,13,10,Sophie,04-30-2017,00:02,N/A,5190,22395,Pembroke,0.987407,True
139,858107933456039936,2017-04-28 23:57:28,12,10,Wyatt,04-28-2017,23:57,N/A,3113,16373,Golden_Retriever,0.863874,True
140,857989990357356544,2017-04-28 16:08:49,12,10,Rosie,04-28-2017,16:08,N/A,2767,16786,French_Bulldog,0.43258,True
141,857746408056729600,2017-04-28 00:00:54,13,10,Thor,04-28-2017,00:00,N/A,11354,35689,Labrador_Retriever,0.919832,True
142,857393404942143489,2017-04-27 00:38:11,13,10,None,04-27-2017,00:38,N/A,1756,6168,Malamute,0.8415969999999999,True
143,857263160327368704,2017-04-26 16:00:39,13,10,Oscar,04-26-2017,16:00,N/A,4860,20826,Samoyed,0.998021,True
144,857029823797047296,2017-04-26 00:33:27,12,10,Zeke,04-26-2017,00:33,N/A,4304,19727,Golden_Retriever,0.968623,True
145,856543823941562368,2017-04-24 16:22:16,12,10,Callie,04-24-2017,16:22,N/A,3093,16992,Boston_Bull,0.30691,True
146,856526610513747968,2017-04-24 15:13:52,14,10,None,04-24-2017,15:13,N/A,2033,12354,Old_English_Sheepdog,0.798481,True
147,856282028240666624,2017-04-23 23:01:59,14,10,Cermet,04-23-2017,23:01,N/A,6760,28840,Chihuahua,0.8765430000000001,True
148,855851453814013952,2017-04-22 18:31:02,13,10,None,04-22-2017,18:31,doggo,18979,47413,Flat-Coated_Retriever,0.321676,True
149,855459453768019968,2017-04-21 16:33:22,12,10,quite,04-21-2017,16:33,N/A,8876,31357,Blenheim_Spaniel,0.389513,True
150,854732716440526848,2017-04-19 16:25:34,12,10,Marlee,04-19-2017,16:25,N/A,6596,23977,Pembroke,0.6955479999999999,True
151,854482394044301312,2017-04-18 23:50:52,13,10,Arya,04-18-2017,23:50,N/A,7481,30820,Chihuahua,0.26024200000000003,True
152,854365224396361728,2017-04-18 16:05:17,13,10,Einstein,04-18-2017,16:05,N/A,5087,19841,Pembroke,0.90708,True
153,854120357044912130,2017-04-17 23:52:16,14,10,None,04-17-2017,23:52,pupper,8180,33604,Black-And-Tan_Coonhound,0.8548610000000001,True
154,854010172552949760,2017-04-17 16:34:26,11,10,None,04-17-2017,16:34,doggo,3400,17002,English_Springer,0.354733,True
155,853760880890318849,2017-04-17 00:03:50,12,10,Alice,04-17-2017,00:03,N/A,6299,30137,Miniature_Pinscher,0.29251900000000003,True
156,853639147608842240,2017-04-16 16:00:07,13,10,None,04-16-2017,16:00,N/A,11097,36804,German_Shepherd,0.509879,True
157,853299958564483072,2017-04-15 17:32:18,13,10,Rumpole,04-15-2017,17:32,N/A,3883,16362,Grille,0.65228,False
158,852912242202992640,2017-04-14 15:51:39,12,10,Benny,04-14-2017,15:51,N/A,2007,9539,Great_Dane,0.7837649999999999,True
159,852672615818899456,2017-04-13 23:59:28,12,10,Aspen,04-13-2017,23:59,N/A,2347,15766,Golden_Retriever,0.7112350000000001,True
160,852553447878664193,2017-04-13 16:05:56,13,10,Jarod,04-13-2017,16:05,N/A,3831,17311,Bloodhound,0.186498,True
161,852311364735569921,2017-04-13 00:03:59,13,10,Wiggles,04-13-2017,00:03,N/A,10809,34998,Barbell,0.971581,False
162,852226086759018497,2017-04-12 18:25:07,14,10,General,04-12-2017,18:25,N/A,7471,21154,Prison,0.352793,False
163,852189679701164033,2017-04-12 16:00:27,12,10,Sailor,04-12-2017,16:00,N/A,1725,12109,Barrow,0.42315,False
164,851591660324737024,2017-04-11 00:24:08,11,10,None,04-11-2017,00:24,N/A,3781,17142,Cardigan,0.394507,True
165,851464819735769094,2017-04-10 16:00:07,14,10,Iggy,04-10-2017,16:00,N/A,7744,25703,Web_Site,0.919649,False
166,851224888060895234,2017-04-10 00:06:42,13,10,Snoop,04-10-2017,00:06,N/A,6267,21911,Car_Mirror,0.971512,False
167,850753642995093505,2017-04-08 16:54:09,11,10,Kyle,04-08-2017,16:54,N/A,10214,33003,Pug,0.996952,True
168,850380195714523136,2017-04-07 16:10:12,13,10,Leo,04-07-2017,16:10,N/A,2871,13846,Yorkshire_Terrier,0.249012,True
169,850145622816686080,2017-04-07 00:38:06,11,10,Riley,04-07-2017,00:38,N/A,4191,17355,Tennis_Ball,0.7147979999999999,False
170,850019790995546112,2017-04-06 16:18:05,12,10,Boomer,04-06-2017,16:18,pupper,5383,21739,Shetland_Sheepdog,0.759907,True
171,849776966551130114,2017-04-06 00:13:11,12,10,None,04-06-2017,00:13,N/A,8370,32395,Chihuahua,0.292092,True
172,849412302885593088,2017-04-05 00:04:08,12,10,Noosh,04-05-2017,00:04,N/A,3439,16891,Schipperke,0.907559,True
173,849336543269576704,2017-04-04 19:03:06,11,10,None,04-04-2017,19:03,N/A,2078,12141,Patio,0.521788,False
174,849051919805034497,2017-04-04 00:12:06,13,10,Kevin,04-04-2017,00:12,N/A,7287,32317,Fountain,0.997509,False
175,848690551926992896,2017-04-03 00:16:10,12,10,None,04-03-2017,00:16,N/A,4756,26840,Flat-Coated_Retriever,0.8236479999999999,True
176,848324959059550208,2017-04-02 00:03:26,12,10,Odin,04-02-2017,00:03,N/A,5075,26391,Malamute,0.5445760000000001,True
177,848212111729840128,2017-04-01 16:35:01,6,10,Jerry,04-01-2017,16:35,N/A,3397,17432,Bedlington_Terrier,0.333486,True
178,847962785489326080,2017-04-01 00:04:17,10,10,Georgie,04-01-2017,00:04,N/A,5664,25050,Sea_Lion,0.882654,False
179,847842811428974592,2017-03-31 16:07:33,12,10,Rontu,03-31-2017,16:07,N/A,1489,5874,Bernese_Mountain_Dog,0.951337,True
180,847606175596138505,2017-03-31 00:27:14,12,10,Cannon,03-31-2017,00:27,N/A,3734,20016,Cardigan,0.413688,True
181,847251039262605312,2017-03-30 00:56:03,12,10,Furzey,03-30-2017,00:56,N/A,4737,21797,Airedale,0.49538,True
182,847157206088847362,2017-03-29 18:43:12,11,10,Daisy,03-29-2017,18:43,N/A,6477,21364,Staffordshire_Bullterrier,0.21960900000000005,True
183,847116187444137987,2017-03-29 16:00:12,11,10,None,03-29-2017,16:00,N/A,3541,22896,White_Wolf,0.128935,False
184,846874817362120707,2017-03-29 00:01:05,13,10,Tuck,03-29-2017,00:01,N/A,4350,21462,Shetland_Sheepdog,0.450539,True
185,846514051647705089,2017-03-28 00:07:32,13,10,Barney,03-28-2017,00:07,doggo,12884,47896,Golden_Retriever,0.650003,True
186,846153765933735936,2017-03-27 00:15:53,13,10,Vixen,03-27-2017,00:15,N/A,10062,34029,Giant_Schnauzer,0.346468,True
187,846042936437604353,2017-03-26 16:55:29,12,10,Jarvis,03-26-2017,16:55,N/A,3182,17117,Golden_Retriever,0.96111,True
188,845812042753855489,2017-03-26 01:38:00,13,10,None,03-26-2017,01:38,N/A,9725,31376,Samoyed,0.979803,True
189,845677943972139009,2017-03-25 16:45:08,12,10,None,03-25-2017,16:45,N/A,5290,26894,Chow,0.8086810000000001,True
190,845397057150107648,2017-03-24 22:08:59,13,10,Mimosa,03-24-2017,22:08,doggo,2038,8168,Dandie_Dinmont,0.394404,True
191,845306882940190720,2017-03-24 16:10:40,12,10,Pickles,03-24-2017,16:10,pupper,5968,24992,Irish_Water_Spaniel,0.567475,True
192,844979544864018432,2017-03-23 18:29:57,13,10,None,03-23-2017,18:29,N/A,2870,14595,Tennis_Ball,0.999281,False
193,844973813909606400,2017-03-23 18:07:10,12,10,Brady,03-23-2017,18:07,N/A,3566,16203,Labrador_Retriever,0.742421,True
194,844704788403113984,2017-03-23 00:18:10,13,10,Luna,03-23-2017,00:18,N/A,11481,41584,Labrador_Retriever,0.980213,True
195,844580511645339650,2017-03-22 16:04:20,11,10,Charlie,03-22-2017,16:04,N/A,3486,17668,Washer,0.903064,False
196,844223788422217728,2017-03-21 16:26:50,12,10,Margo,03-21-2017,16:26,N/A,2427,14613,Labrador_Retriever,0.71951,True
197,843856843873095681,2017-03-20 16:08:44,12,10,Sadie,03-20-2017,16:08,N/A,5160,22958,Labrador_Retriever,0.92254,True
198,843604394117681152,2017-03-19 23:25:35,11,10,Hank,03-19-2017,23:25,N/A,3039,18128,Labrador_Retriever,0.430583,True
199,843235543001513987,2017-03-18 22:59:54,13,10,Tycho,03-18-2017,22:59,N/A,6761,23087,Pembroke,0.958452,True
200,842846295480000512,2017-03-17 21:13:10,13,10,Charlie,03-17-2017,21:13,N/A,3966,16302,Labrador_Retriever,0.461076,True
201,842765311967449089,2017-03-17 15:51:22,12,10,Indie,03-17-2017,15:51,N/A,1424,7245,Tub,0.665238,False
202,842535590457499648,2017-03-17 00:38:32,13,10,Winnie,03-17-2017,00:38,N/A,3894,19434,Pembroke,0.685084,True
203,842163532590374912,2017-03-16 00:00:07,12,10,George,03-16-2017,00:00,N/A,6467,26337,French_Bulldog,0.891227,True
204,842115215311396866,2017-03-15 20:48:07,12,10,Bentley,03-15-2017,20:48,N/A,3348,15067,Chow,0.293493,True
205,841680585030541313,2017-03-14 16:01:03,12,10,Penny,03-14-2017,16:01,N/A,8629,27574,Chihuahua,0.547401,True
206,841439858740625411,2017-03-14 00:04:30,14,10,None,03-14-2017,00:04,N/A,4105,13615,Military_Uniform,0.853684,False
207,841314665196081154,2017-03-13 15:47:01,13,10,Max,03-13-2017,15:47,N/A,5245,17103,Afghan_Hound,0.903712,True
